# Rasgos activos de la red NNUE, calculados por Vigía: el sentido A del vector dorado.
# generador indices --semilla 20260911 — 100 partidas aleatorias.
# Una línea por posición: categoría|fen|rasgos vistos por las blancas|rasgos vistos por las negras
al_paso|r1bqk2r/1ppppp1p/2n4b/p7/2P5/N4P2/PP1PPKP1/R1BQ1BN1 b kq c3 0 7|8 9 11 12 14 21 26 70 80 130 133 192 259 333 416 433 434 435 436 437 439 490 559 570 632 639 699 764 770 771|9 10 11 12 13 15 24 82 130 151 192 199 259 324 418 429 432 433 435 436 438 488 510 570 573 632 699 757 768 769
al_paso|1rbqk1r1/2pppp1p/2n5/1p6/Q6K/N2PBP2/PP4P1/R4B2 w - b6 0 15|8 9 14 19 21 80 133 148 192 280 351 417 434 435 436 437 439 490 570 633 638 699 764|10 11 12 13 15 25 82 130 193 198 259 324 427 429 432 433 438 488 556 573 632 672 743
al_paso|1q2k3/2p1pp1p/8/n2p4/5P1K/3P3B/R7/8 w - d6 0 26|19 29 151 200 351 419 434 436 437 439 480 697 764|10 12 13 15 27 88 257 324 421 427 559 624 743
al_paso|8/8/5k2/3pp2p/8/3P2K1/8/8 w - h6 0 39|19 342 419 420 423 749|27 28 31 341 427 750
al_paso|r1b1kbnr/p1pp2pp/4pp2/Np6/8/2K5/PP1BPPPP/Q4B1R w kq b6 0 10|8 9 12 13 14 15 96 133 139 199 256 338 417 428 429 432 434 435 438 439 510 570 573 632 639 764 770 771|8 10 11 14 15 20 21 25 70 130 133 192 199 324 432 433 436 437 438 439 472 563 573 639 696 746 768 769
al_paso|r1b1kbnr/p1pp2pp/4pp2/Np6/1P6/2K5/P2BPPPP/Q4B1R b kq b3 0 10|8 12 13 14 15 25 96 133 139 199 256 338 417 428 429 432 434 435 438 439 510 570 573 632 639 764 770 771|8 10 11 14 15 20 21 25 70 130 133 192 199 324 417 432 436 437 438 439 472 563 573 639 696 746 768 769
al_paso|r1b1k2r/p1p3p1/3ppn2/bp5p/1B6/K7/P3PPPP/5B1R w kq h6 0 15|8 12 13 14 15 133 153 199 336 417 423 427 428 432 434 438 493 544 570 632 639 764 770 771|8 10 14 19 20 25 31 85 130 152 192 199 324 432 436 437 438 439 545 573 639 744 768 769
al_paso|r1b1k2r/p5p1/3ppn2/bp5p/5P2/K7/P3P1PP/5B1R b kq f3 0 16|8 12 14 15 29 133 199 336 417 423 427 428 432 438 493 544 570 632 639 764 770 771|8 14 19 20 25 31 85 130 152 192 199 324 421 432 436 438 439 573 639 744 768 769
al_paso|r1bk3r/p5p1/3ppn2/bp5p/5PP1/K3P2P/P7/5B1R b - g3 0 19|8 20 23 29 30 133 199 336 417 423 427 428 432 438 493 544 570 632 639 763|8 14 19 20 25 31 85 130 152 192 199 323 421 422 428 431 432 573 639 744
al_paso|rkb4r/p7/3pp3/bB4pp/5P2/KR2n2P/P7/8 w - g6 0 24|8 23 29 161 209 336 422 423 427 428 432 468 544 570 632 639 761|8 19 20 30 31 108 130 152 192 199 321 421 431 432 537 617 744
al_paso|1r1k3r/p7/3p4/4p2p/P1R5/7b/2BK4/8 b - a3 0 33|24 138 218 331 420 423 427 432 535 633 639 763|8 19 28 31 175 193 199 323 416 562 610 755
al_paso|rnbqkbnr/p1pppppp/8/1p6/2P5/8/PP1PPPPP/RNBQKBNR w KQkq b6 0 2|8 9 11 12 13 14 15 26 65 70 130 133 192 199 259 324 417 432 434 435 436 437 438 439 505 510 570 573 632 639 699 764 768 769 770 771|8 10 11 12 13 14 15 25 65 70 130 133 192 199 259 324 418 432 433 435 436 437 438 439 505 510 570 573 632 639 699 764 768 769 770 771
al_paso|rnbqkb1r/p1pppppp/7n/1P6/1P6/8/P2PPPPP/RNBQKBNR b KQkq b3 0 3|8 11 12 13 14 15 25 33 65 70 130 133 192 199 259 324 432 434 435 436 437 438 439 495 505 570 573 632 639 699 764 768 769 770 771|8 10 11 12 13 14 15 65 87 130 133 192 199 259 324 409 417 432 435 436 437 438 439 505 510 570 573 632 639 699 764 768 769 770 771
al_paso|rnbqkbnr/p1ppp2p/6p1/1P3p2/QP6/7P/P2PPPP1/RNB1KBNR w KQkq f6 0 6|8 11 12 13 14 23 25 33 65 70 130 133 192 199 280 324 421 430 432 434 435 436 439 505 510 570 573 632 639 699 764 768 769 770 771|8 10 11 12 15 22 29 65 70 130 133 192 199 259 324 409 417 431 432 435 436 437 438 505 510 570 573 632 639 672 764 768 769 770 771
al_paso|rnbqk1nr/p1pp3p/4p1p1/1P3p2/Qb4P1/7P/PB1PPP1R/RN2KBN1 b Qkq g3 0 8|8 11 12 13 23 30 33 65 70 133 137 192 207 280 324 421 428 430 432 434 435 439 505 510 537 570 632 639 699 764 768 770 771|8 10 11 15 20 22 29 65 70 130 161 192 199 259 324 409 422 431 432 435 436 437 505 510 561 573 631 632 672 764 768 769 770
al_paso|r3k2r/p1pp1n2/n3p1p1/1N5p/8/8/PB1KPPq1/3R2N1 w kq h6 0 19|8 12 13 70 97 137 195 331 423 428 430 432 434 435 488 501 632 639 654 764 770 771|8 10 11 20 22 31 77 80 192 199 310 324 432 436 437 473 510 561 635 755 768 769
al_paso|8/2kp4/p7/R6p/P5r1/4K3/3nPP2/B7 b - a3 0 31|12 13 24 128 224 340 423 424 435 459 606 754|11 16 31 115 230 330 416 436 437 568 600 748
al_paso|8/k7/p7/8/4P3/3K1P2/8/2B5 b - e3 0 46|21 28 130 339 424 752|16 328 420 429 570 747
al_paso|rnbqkbnr/ppppp1pp/8/5p2/8/5P2/PPPPP1PP/RNBQKBNR w KQkq f6 0 2|8 9 10 11 12 14 15 21 65 70 130 133 192 199 259 324 421 432 433 434 435 436 438 439 505 510 570 573 632 639 699 764 768 769 770 771|8 9 10 11 12 14 15 29 65 70 130 133 192 199 259 324 429 432 433 434 435 436 438 439 505 510 570 573 632 639 699 764 768 769 770 771
al_paso|rnbqkb1r/pppp2pp/4pn2/5p2/P7/3P1PP1/1PP1P2P/RNBQKBNR b KQkq a3 0 4|9 10 12 15 19 21 22 24 65 70 130 133 192 199 259 324 421 428 432 433 434 435 438 439 493 505 570 573 632 639 699 764 768 769 770 771|8 9 10 11 14 15 20 29 65 85 130 133 192 199 259 324 416 427 429 430 433 434 436 439 505 510 570 573 632 639 699 764 768 769 770 771
al_paso|r1bk4/2p5/1pB5/p4p1p/P7/7P/5K2/R6R w - a6 0 28|23 24 170 192 199 333 416 421 423 425 434 570 632 763|10 17 24 29 31 130 192 323 416 431 530 632 639 757
al_paso|8/rk6/1p6/p1p2B2/P6K/7P/8/R6R w - c6 0 35|23 24 165 192 199 351 416 418 425 624 753|17 24 26 200 329 416 431 541 632 639 743
al_paso|rnbqkbnr/pppppppp/8/8/P7/8/1PPPPPPP/RNBQKBNR b KQkq a3 0 1|9 10 11 12 13 14 15 24 65 70 130 133 192 199 259 324 432 433 434 435 436 437 438 439 505 510 570 573 632 639 699 764 768 769 770 771|8 9 10 11 12 13 14 15 65 70 130 133 192 199 259 324 416 433 434 435 436 437 438 439 505 510 570 573 632 639 699 764 768 769 770 771
al_paso|rnbqkbnr/pp1ppppp/2p5/8/P1P5/8/1P1PPPPP/RNBQKBNR b KQkq c3 0 2|9 11 12 13 14 15 24 26 65 70 130 133 192 199 259 324 426 432 433 435 436 437 438 439 505 510 570 573 632 639 699 764 768 769 770 771|8 9 11 12 13 14 15 18 65 70 130 133 192 199 259 324 416 418 433 435 436 437 438 439 505 510 570 573 632 639 699 764 768 769 770 771
al_paso|rnb1kbnr/pp1p1ppp/2p5/4p3/P1P5/2N5/1P1PPKPP/R1BQ1BNR w kq e6 0 5|9 11 12 14 15 24 26 70 82 130 133 192 199 259 333 420 426 432 433 435 437 438 439 505 510 570 573 632 639 764 770 771|8 9 11 13 14 15 18 28 65 70 130 133 192 199 324 416 418 433 435 436 438 439 490 510 570 573 632 639 699 757 768 769
al_paso|rnb2b1r/p2pkp1p/6pn/1pp1p3/P1P5/1Q3N1P/NP1PPKP1/1RB2B1R w - b6 0 12|9 11 12 14 23 24 26 72 85 130 133 193 199 273 333 417 418 420 430 432 435 437 439 495 505 570 573 632 639 756|8 11 13 15 22 25 26 28 65 87 130 133 192 199 332 416 418 431 433 435 436 438 493 496 570 573 633 639 681 757
al_paso|rnb2b1r/3pk2p/4p1p1/p1p1p1N1/P7/2N4P/1P1PPK2/1RB2R2 w - a6 0 18|9 11 12 23 24 82 102 130 193 197 333 416 418 420 428 430 435 439 505 570 573 632 639 756|11 15 20 22 24 26 28 65 130 133 192 199 332 416 431 433 435 436 478 490 570 633 637 757
al_paso|rnb1r3/7p/3kp1p1/p1p1p3/P3P3/2N4P/1P1P4/1RB1K3 b - e3 0 22|9 11 23 24 28 82 130 193 324 416 418 420 428 430 439 505 570 632 636 747|15 20 22 24 26 28 65 130 192 196 339 416 420 431 433 435 490 570 633 764
al_paso|rnb1r3/7p/2k3p1/p1ppp3/P2PP3/7P/1P6/1RB1K3 b - d3 0 24|9 23 24 27 28 130 193 324 416 418 419 420 430 439 505 570 632 636 746|15 22 24 26 27 28 65 130 192 196 338 416 419 420 431 433 570 633 764
al_paso|r1b2r2/3n4/2k3p1/p1ppP2p/P3P3/7P/1P2K3/1RB5 w - h6 0 27|9 23 24 28 36 130 193 332 416 418 419 423 430 499 570 632 637 746|22 24 26 27 31 75 130 192 197 338 412 416 420 431 433 570 633 756
al_paso|rnbqkbnr/pppppp1p/8/6p1/8/2N5/PPPPPPPP/R1BQKBNR w KQkq g6 0 2|8 9 10 11 12 13 14 15 70 82 130 133 192 199 259 324 422 432 433 434 435 436 437 439 505 510 570 573 632 639 699 764 768 769 770 771|8 9 10 11 12 13 15 30 65 70 130 133 192 199 259 324 432 433 434 435 436 437 438 439 490 510 570 573 632 639 699 764 768 769 770 771
al_paso|rnbqkbnr/pp1ppp1p/8/2p3p1/8/2N1P3/PPPP1PPP/R1BQKBNR w KQkq c6 0 3|8 9 10 11 13 14 15 20 70 82 130 133 192 199 259 324 418 422 432 433 435 436 437 439 505 510 570 573 632 639 699 764 768 769 770 771|8 9 11 12 13 15 26 30 65 70 130 133 192 199 259 324 428 432 433 434 435 437 438 439 490 510 570 573 632 639 699 764 768 769 770 771
al_paso|rn2k1nr/pp2p1bp/8/2p2pp1/4P3/1bN4N/P1PB1PPP/R2QK2R w KQkq f6 0 9|8 10 13 14 15 28 82 87 139 192 199 259 324 418 421 422 432 433 436 439 505 510 529 566 632 639 764 768 769 770 771|8 9 12 15 26 29 30 65 70 142 169 192 199 324 420 432 434 437 438 439 490 495 563 632 639 699 764 768 769 770 771
al_paso|rn2k1nr/pp2p2p/8/2p3N1/4pP2/1Pb5/P2B2PP/R2QK2R b KQkq f3 0 11|8 14 15 17 29 102 139 192 199 259 324 412 418 432 433 436 439 505 510 530 632 639 764 768 769 770 771|8 9 12 15 26 36 65 70 170 192 199 324 421 425 432 438 439 478 563 632 639 699 764 768 769 770 771
al_paso|rn2k1nr/p3p2p/8/1pp3N1/5P2/1P2K3/P5PP/R2Q3R w kq b6 0 14|8 14 15 17 29 102 192 199 259 340 417 418 432 436 439 505 510 632 639 764 770 771|8 12 15 25 26 65 70 192 199 324 421 425 432 438 439 478 632 639 699 748 768 769
al_paso|rn2k1nr/4p2p/8/ppp3N1/5P2/1P2K3/P2Q2PP/R6R w kq a6 0 15|8 14 15 17 29 102 192 199 267 340 416 417 418 436 439 505 510 632 639 764 770 771|12 15 24 25 26 65 70 192 199 324 421 425 432 438 439 478 632 639 691 748 768 769
al_paso|rn2k1nr/4p2N/8/pp6/5PP1/1p2K3/P6P/R3Q2R b kq g3 0 17|8 15 29 30 119 192 199 260 340 401 416 417 436 505 510 632 639 764 770 771|12 24 25 41 65 70 192 199 324 421 422 432 439 463 632 639 700 748 768 769
al_paso|rnbqkb1r/pp1ppppp/2p4n/8/2P1P3/6P1/PP1P1P1P/RNBQKBNR b KQkq c3 0 3|8 9 11 13 15 22 26 28 65 70 130 133 192 199 259 324 426 432 433 435 436 437 438 439 495 505 570 573 632 639 699 764 768 769 770 771|8 9 11 12 13 14 15 18 65 87 130 133 192 199 259 324 418 420 430 432 433 435 437 439 505 510 570 573 632 639 699 764 768 769 770 771
al_paso|rnbqkb1r/1p1ppppp/2p4n/p7/2P1P3/6P1/PP1P1P1P/RNBQKBNR w KQkq a6 0 4|8 9 11 13 15 22 26 28 65 70 130 133 192 199 259 324 416 426 433 435 436 437 438 439 495 505 570 573 632 639 699 764 768 769 770 771|9 11 12 13 14 15 18 24 65 87 130 133 192 199 259 324 418 420 430 432 433 435 437 439 505 510 570 573 632 639 699 764 768 769 770 771
al_paso|rnbqkb1r/1p1ppppp/2p5/p7/2P1PPn1/6PN/PP1P3P/RNBQKB1R b KQkq f3 0 5|8 9 11 15 22 26 28 29 65 87 130 133 192 199 259 324 416 426 433 435 436 437 438 439 478 505 570 573 632 639 699 764 768 769 770 771|9 11 12 13 14 15 18 24 65 102 130 133 192 199 259 324 418 420 421 430 432 433 435 439 495 505 570 573 632 639 699 764 768 769 770 771
al_paso|rnbqkb1r/1p1pp1pp/2p5/p4p2/2P1PPn1/6PN/PP1P3P/RNBQKB1R w KQkq f6 0 6|8 9 11 15 22 26 28 29 65 87 130 133 192 199 259 324 416 421 426 433 435 436 438 439 478 505 570 573 632 639 699 764 768 769 770 771|9 11 12 14 15 18 24 29 65 102 130 133 192 199 259 324 418 420 421 430 432 433 435 439 495 505 570 573 632 639 699 764 768 769 770 771
al_paso|rnbqkb1r/1p1pp1pp/2p5/p4p2/2PPPP2/6PN/PPQ4n/RNB1KB1R b KQkq d3 0 7|8 9 22 26 27 28 29 65 87 130 133 192 199 266 324 416 421 426 433 435 436 438 439 463 505 570 573 632 639 699 764 768 769 770 771|9 11 12 14 15 18 24 29 65 119 130 133 192 199 259 324 418 419 420 421 430 432 433 495 505 570 573 632 639 690 764 768 769 770 771
al_paso|rnbqkb1r/1p1pp1p1/2p5/p4p1p/2PPPP2/6PN/PPQ4n/RNB1KB1R w KQkq h6 0 8|8 9 22 26 27 28 29 65 87 130 133 192 199 266 324 416 421 423 426 433 435 436 438 463 505 570 573 632 639 699 764 768 769 770 771|9 11 12 14 18 24 29 31 65 119 130 133 192 199 259 324 418 419 420 421 430 432 433 495 505 570 573 632 639 690 764 768 769 770 771
al_paso|1nb3k1/8/rpp1p1p1/8/pP6/N2p4/P7/R1B2K2 b - b3 0 26|8 25 80 130 192 325 403 408 425 426 428 430 505 570 616 766|17 18 20 22 32 43 65 130 208 326 417 432 488 570 632 765
al_paso|rnbqkbnr/ppp1pppp/8/3p4/6P1/8/PPPPPP1P/RNBQKBNR w KQkq d6 0 2|8 9 10 11 12 13 15 30 65 70 130 133 192 199 259 324 419 432 433 434 436 437 438 439 505 510 570 573 632 639 699 764 768 769 770 771|8 9 10 12 13 14 15 27 65 70 130 133 192 199 259 324 422 432 433 434 435 436 437 439 505 510 570 573 632 639 699 764 768 769 770 771
al_paso|rnbqkbnr/ppp1pppp/8/3p4/2P3P1/8/PP1PPP1P/RNBQKBNR b KQkq c3 0 2|8 9 11 12 13 15 26 30 65 70 130 133 192 199 259 324 419 432 433 434 436 437 438 439 505 510 570 573 632 639 699 764 768 769 770 771|8 9 10 12 13 14 15 27 65 70 130 133 192 199 259 324 418 422 432 433 435 436 437 439 505 510 570 573 632 639 699 764 768 769 770 771
al_paso|rn3bnr/pp1kpp2/7p/2p3p1/2B5/1P3PN1/P1Q4P/RNB2RK1 w - c6 0 14|8 15 17 21 65 86 130 154 192 197 266 326 418 422 431 432 433 436 437 505 510 573 632 639 755|8 9 12 13 23 26 30 65 70 133 192 199 331 425 429 432 439 494 505 546 570 632 637 690 766
al_paso|rn3bn1/ppk1pB2/8/2p3p1/P7/1P3PN1/3Q3r/RN3RK1 b - a3 0 17|17 21 24 65 86 181 192 197 267 326 418 422 432 433 436 505 510 573 591 632 754|8 9 12 26 30 65 70 133 192 247 330 416 425 429 494 505 525 632 637 691 766
al_paso|rn4n1/p7/3kp1B1/1pp3b1/P7/1P3P2/5N1K/RN3R2 w - b6 0 23|17 21 24 65 77 174 192 197 335 417 418 428 432 505 510 550 632 747|8 20 25 26 65 70 158 192 339 416 425 429 501 505 534 632 637 759
al_paso|rn1b2n1/8/3kp1B1/pPp5/8/NP3P2/5N1K/R4R2 w - a6 0 25|17 21 33 77 80 174 192 197 335 416 418 428 505 510 571 632 747|20 24 26 65 70 131 192 339 409 425 429 488 501 534 632 637 759
al_paso|rnbqkb1r/pppppppp/7n/8/2P1P3/8/PP1P1PPP/RNBQKBNR b KQkq e3 0 2|8 9 11 13 14 15 26 28 65 70 130 133 192 199 259 324 432 433 434 435 436 437 438 439 495 505 570 573 632 639 699 764 768 769 770 771|8 9 10 11 12 13 14 15 65 87 130 133 192 199 259 324 418 420 432 433 435 437 438 439 505 510 570 573 632 639 699 764 768 769 770 771
al_paso|rnbqkb1r/ppppp1pp/7n/5p2/2P1P3/8/PP1P1PPP/RNBQKBNR w KQkq f6 0 3|8 9 11 13 14 15 26 28 65 70 130 133 192 199 259 324 421 432 433 434 435 436 438 439 495 505 570 573 632 639 699 764 768 769 770 771|8 9 10 11 12 14 15 29 65 87 130 133 192 199 259 324 418 420 432 433 435 437 438 439 505 510 570 573 632 639 699 764 768 769 770 771
al_paso|r1b1kb1r/1pp1pnp1/p3n3/7p/2P1P3/5P2/PP1K2PP/R1B2BNR w kq h6 0 11|8 9 14 15 21 26 28 70 130 133 192 199 331 423 424 433 434 436 438 492 501 570 573 632 639 764 770 771|9 10 12 14 16 31 77 84 130 133 192 199 324 418 420 429 432 433 438 439 510 570 573 632 639 755 768 769
al_paso|r1b1kb1r/1pp1p1p1/p3n3/4n2p/2P1P1P1/P4P2/1P1K3P/R1B2BNR b kq g3 0 12|9 15 16 21 26 28 30 70 130 133 192 199 331 423 424 433 434 436 438 484 492 570 573 632 639 764 770 771|9 10 12 14 16 31 84 92 130 133 192 199 324 418 420 422 424 429 433 439 510 570 573 632 639 755 768 769
al_paso|2r2b2/1p2k3/6p1/2pR4/8/1P6/3K1n2/8 w - c6 0 40|17 227 331 418 430 433 461 573 634 756|9 22 26 117 133 194 332 425 603 755
al_paso|rn1qkb1r/4ppp1/pp1p4/2p4p/1P6/2N2PKB/P1PPP2R/R1BQ2N1 w kq c6 0 11|8 10 11 12 21 25 70 82 130 151 192 207 259 342 418 423 424 425 427 436 437 438 505 573 632 639 699 764 770 771|12 13 14 16 17 19 26 31 65 133 192 199 259 324 417 429 432 434 435 436 490 510 559 570 631 632 699 750 768 769
al_paso|rn2kb2/5ppr/p2p4/4p2p/8/B1N2PKB/P1PPP2R/R5Q1 w q e6 0 15|8 10 11 12 21 82 144 151 192 207 262 342 420 423 424 427 437 438 505 573 631 632 764 770|13 14 16 19 28 31 65 133 192 207 324 429 432 434 435 436 490 552 559 631 632 702 750 768
al_paso|rn2kb2/5p1r/p2p4/4p1pp/8/B1N2PK1/P1PPP1BR/R5Q1 w q g6 0 16|8 10 11 12 21 82 142 144 192 207 262 342 420 422 423 424 427 437 505 573 631 632 764 770|13 16 19 28 30 31 65 133 192 207 324 429 432 434 435 436 490 552 566 631 632 702 750 768
al_paso|3Q4/5p2/2k5/5K2/1pP5/3P1P2/1b6/7B b - c3 0 33|19 21 26 135 315 357 409 437 521 746|13 33 177 338 418 427 429 575 643 733
al_paso|rnbqkbnr/pppp1ppp/4p3/8/2P5/N7/PP1PPPPP/R1BQKBNR b KQkq c3 0 2|8 9 11 12 13 14 15 26 70 80 130 133 192 199 259 324 428 432 433 434 435 437 438 439 505 510 570 573 632 639 699 764 768 769 770 771|8 9 10 11 13 14 15 20 65 70 130 133 192 199 259 324 418 432 433 435 436 437 438 439 488 510 570 573 632 639 699 764 768 769 770 771
al_paso|rnbqk1nr/1Q1pb1pp/p1p1pp2/8/2PP4/5P2/PP2P1PP/RNB1KBNR b KQkq d3 0 7|8 9 12 14 15 21 26 27 65 70 130 133 192 199 305 324 424 426 428 429 435 438 439 505 510 564 570 632 639 699 764 768 769 770 771|11 14 15 16 18 20 21 65 70 130 140 192 199 259 324 418 419 429 432 433 436 438 439 505 510 570 573 632 639 649 764 768 769 770 771
al_paso|rn1qk1nr/1b1pb1pp/p1p1pp2/8/2PP2P1/5P2/PP2P2P/RNB1KBNR b KQkq g3 0 8|8 9 12 15 21 26 27 30 65 70 130 133 192 199 324 424 426 428 429 435 438 439 505 510 561 564 632 639 699 764 768 769 770 771|11 14 15 16 18 20 21 65 70 137 140 192 199 259 324 418 419 422 429 432 433 436 439 505 510 570 573 632 639 764 768 769 770 771
al_paso|rn2k3/1b1pnrpp/p3p3/5p2/P1Pp4/1P3P1B/4P2R/R1K2NN1 b q a3 0 18|12 17 21 24 26 69 70 151 192 207 322 411 421 424 428 435 438 439 500 505 561 629 632 764 770|11 14 15 16 20 29 35 65 76 137 192 205 324 416 418 425 429 436 509 510 559 631 632 762 768
al_paso|rn2k3/3pnr1p/p3p3/5pp1/P1Pp4/1P3P1B/7R/R1K2NN1 w q g6 0 20|17 21 24 26 69 70 151 192 207 322 411 421 422 424 428 435 439 500 505 629 632 764 770|11 15 16 20 29 30 35 65 76 192 205 324 416 418 425 429 509 510 559 631 632 762 768
al_paso|r1bqkbnr/pppp1ppp/2n5/4p3/6P1/2N5/PPPPPP1P/R1BQKBNR w KQkq e6 0 3|8 9 10 11 12 13 15 30 70 82 130 133 192 199 259 324 420 432 433 434 435 437 438 439 490 510 570 573 632 639 699 764 768 769 770 771|8 9 10 11 13 14 15 28 70 82 130 133 192 199 259 324 422 432 433 434 435 436 437 439 490 510 570 573 632 639 699 764 768 769 770 771
al_paso|r1b1kbnr/pppp1ppp/2n5/4p1q1/4P3/2N5/PPPP1P1P/R1BQKBNR b KQkq e3 0 4|8 9 10 11 13 15 28 70 82 130 133 192 199 259 324 420 432 433 434 435 437 438 439 490 510 570 573 632 639 678 764 768 769 770 771|8 9 10 11 13 14 15 28 70 82 130 133 192 199 286 324 420 432 433 434 435 437 439 490 510 570 573 632 639 699 764 768 769 770 771
al_paso|rn2k1nr/ppp2p1p/3p2p1/4p3/N1P1P3/P6b/P2BBP2/R2QK1NR b KQkq c3 0 10|8 13 16 26 28 70 88 139 140 192 199 259 324 420 427 430 432 433 434 437 439 505 510 535 632 639 764 768 769 770 771|8 9 10 13 15 19 22 28 65 70 175 192 199 324 418 420 424 432 437 480 510 563 564 632 639 699 764 768 769 770 771
al_paso|rn2k1nr/1pp2p1p/3p2p1/p3p3/N1P1P3/P6b/P2BBP2/R2QK1NR w KQkq a6 0 11|8 13 16 26 28 70 88 139 140 192 199 259 324 416 420 427 430 433 434 437 439 505 510 535 632 639 764 768 769 770 771|9 10 13 15 19 22 24 28 65 70 175 192 199 324 418 420 424 432 437 480 510 563 564 632 639 699 764 768 769 770 771
al_paso|rn2k1nr/2p2p1p/3p2p1/pp2p3/N1P1P3/P6R/P2BBP2/R2QK1N1 w Qkq b6 0 12|8 13 16 26 28 70 88 139 140 192 215 259 324 416 417 420 427 430 434 437 439 505 510 632 639 764 768 770 771|10 13 15 19 22 24 25 28 65 70 192 199 324 418 420 424 432 437 480 510 563 564 623 632 699 764 768 769 770
al_paso|Bn3k2/8/6p1/2p1p2Q/N3P3/P7/P4P2/R5K1 w - c6 0 25|8 13 16 28 88 184 192 295 326 418 420 430 505 765|22 26 28 65 325 420 424 432 437 480 512 632 671 766
al_paso|Bn3k2/8/6p1/2p1p2Q/N3PP2/P7/P7/R5K1 b - f3 0 25|8 16 28 29 88 184 192 295 326 418 420 430 505 765|22 26 28 65 325 420 421 424 432 480 512 632 671 766
al_paso|8/8/4k3/P6B/P7/8/7K/8 b - a3 0 46|24 32 167 335 748|340 408 416 543 759
al_paso|rnbqkbnr/ppp1pppp/8/3p4/8/7N/PPPPPPPP/RNBQKB1R w KQkq d6 0 2|8 9 10 11 12 13 14 15 65 87 130 133 192 199 259 324 419 432 433 434 436 437 438 439 505 510 570 573 632 639 699 764 768 769 770 771|8 9 10 12 13 14 15 27 65 70 130 133 192 199 259 324 432 433 434 435 436 437 438 439 495 505 570 573 632 639 699 764 768 769 770 771
al_paso|rnbqkbnr/ppp1pppp/8/3p4/6P1/7N/PPPPPP1P/RNBQKB1R b KQkq g3 0 2|8 9 10 11 12 13 15 30 65 87 130 133 192 199 259 324 419 432 433 434 436 437 438 439 505 510 570 573 632 639 699 764 768 769 770 771|8 9 10 12 13 14 15 27 65 70 130 133 192 199 259 324 422 432 433 434 435 436 437 439 495 505 570 573 632 639 699 764 768 769 770 771
al_paso|rn1qkbnr/ppp2ppp/8/3pp3/6b1/N6N/PPPPPP1P/R1BQKB1R w KQkq e6 0 4|8 9 10 11 12 13 15 80 87 130 133 192 199 259 324 419 420 432 433 434 437 438 439 505 510 542 573 632 639 699 764 768 769 770 771|8 9 10 13 14 15 27 28 65 70 133 166 192 199 259 324 432 433 434 435 436 437 439 488 495 570 573 632 639 699 764 768 769 770 771
al_paso|rn1qkbnr/ppp2ppp/8/3pp3/3P2b1/N6N/PPP1PP1P/R1BQKB1R b KQkq d3 0 4|8 9 10 12 13 15 27 80 87 130 133 192 199 259 324 419 420 432 433 434 437 438 439 505 510 542 573 632 639 699 764 768 769 770 771|8 9 10 13 14 15 27 28 65 70 133 166 192 199 259 324 419 432 433 434 436 437 439 488 495 570 573 632 639 699 764 768 769 770 771
al_paso|rn1qk1nr/ppp2ppp/8/3pP3/2P5/b7/PP2PP1P/R1BQ1K1R b kq c3 0 7|8 9 12 13 15 26 36 130 192 199 259 325 419 432 433 434 437 438 439 505 510 528 632 639 699 764 770 771|8 9 10 13 14 15 27 65 70 168 192 199 259 324 412 418 432 433 436 437 439 570 632 639 699 765 768 769
al_paso|r2k2nr/ppp2ppp/2n5/4P3/P1p5/4P3/1B3P1P/R4K1R b - a3 0 11|13 15 20 24 36 137 192 199 325 410 432 433 434 437 438 439 490 510 632 639 763|8 9 10 13 14 15 34 70 82 192 199 323 412 416 428 437 439 561 632 639 765
al_paso|2rk2nr/ppp2ppp/2n5/4P3/P1p2P2/4P3/1B5P/R4K1R b - f3 0 12|15 20 24 29 36 137 192 199 325 410 432 433 434 437 438 439 490 510 634 639 763|8 9 10 13 14 15 34 70 82 194 199 323 412 416 421 428 439 561 632 639 765
al_paso|2rk3r/2p2pp1/1p3n1p/p3P3/P2BP3/2p4P/4K3/R6R w - a6 0 18|23 24 28 36 155 192 199 332 402 416 425 431 434 437 438 493 634 639 763|10 13 14 17 23 24 42 85 194 199 323 412 416 420 431 547 632 639 756
al_paso|rnbqkbnr/p1pppppp/8/1p6/1P6/8/P1PPPPPP/RNBQKBNR w KQkq b6 0 2|8 10 11 12 13 14 15 25 65 70 130 133 192 199 259 324 417 432 434 435 436 437 438 439 505 510 570 573 632 639 699 764 768 769 770 771|8 10 11 12 13 14 15 25 65 70 130 133 192 199 259 324 417 432 434 435 436 437 438 439 505 510 570 573 632 639 699 764 768 769 770 771
al_paso|rnbqkb1B/p1p2p1p/4p1pn/1N1p4/1P6/8/P1PPPPPP/R2QKBNR w KQq d6 0 6|8 10 11 12 13 14 15 25 70 97 133 191 192 199 259 324 419 428 430 432 434 437 439 495 505 570 573 632 699 764 768 769 770|8 10 13 15 20 22 27 65 87 130 133 192 259 324 417 432 434 435 436 437 438 439 473 510 519 573 632 639 699 764 768 770 771
al_paso|N7/p3kp1p/2n3pB/3p4/4P3/7K/P1P3PP/2R2BNR b - e3 0 19|8 10 14 15 28 70 120 133 175 194 199 343 419 430 432 437 439 490 756|8 13 15 22 27 82 332 420 432 434 438 439 448 510 535 573 634 639 751
